dataset,action_id,issue_pair_id,status,baseline_report_id,ours_report_id,match_cost,baseline_complete,ours_complete,overall_class
OpenHarmony,oh:ANIUtils.cpp_clangsa_cd10d4242bca0ef8cc99eca98779c1ac.plist,08c111f15cb52ac88a26,ours_only,,oh:ANIUtils.cpp_clangsa_cd10d4242bca0ef8cc99eca98779c1ac.plist|ANIUtils.cpp_clangsa_cd10d4242bca0ef8cc99eca98779c1ac.plist|0,,,,
OpenHarmony,oh:ANIUtils.cpp_clangsa_cd10d4242bca0ef8cc99eca98779c1ac.plist,b5902a43d5d18cc5f55f,ours_only,,oh:ANIUtils.cpp_clangsa_cd10d4242bca0ef8cc99eca98779c1ac.plist|ANIUtils.cpp_clangsa_cd10d4242bca0ef8cc99eca98779c1ac.plist|1,,,True,
OpenHarmony,oh:AnimationETS.cpp_clangsa_3791dd38310d8e80ce3775d8760bb6ff.plist,040f8dd3e2c16b34e191,ours_only,,oh:AnimationETS.cpp_clangsa_3791dd38310d8e80ce3775d8760bb6ff.plist|AnimationETS.cpp_clangsa_3791dd38310d8e80ce3775d8760bb6ff.plist|0,,,True,
OpenHarmony,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist,3f58f3ad0184ef90cd1e,ours_only,,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|9,,,,
OpenHarmony,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist,9602a3574511b68e400e,ours_only,,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|1,,,,
OpenHarmony,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist,df98e645deb2665534d0,ours_only,,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|2,,,,
OpenHarmony,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist,5a32058b03f4c61ff34d,ours_only,,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|3,,,,
OpenHarmony,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist,a68fdb9a4858b4964082,ours_only,,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|0,,,,
OpenHarmony,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist,2a07d2010b3c88f07bfe,ours_only,,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|7,,,True,
OpenHarmony,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist,9ef9300696d0ee96bee2,ours_only,,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|8,,,True,
OpenHarmony,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist,17b014515e29bfee3213,ours_only,,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|6,,,True,
OpenHarmony,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist,5aec24bb75e998fef588,ours_only,,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|4,,,True,
OpenHarmony,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist,5aec24bb75e998fef588,ours_only,,oh:AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|AnimationImpl.cpp_clangsa_35d8b615661684640908846807dae62e.plist|5,,,True,
OpenHarmony,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist,cb7829f7b7df02b0cc1c,ours_only,,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|6,,,,
OpenHarmony,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist,0945181846e0f6822adc,ours_only,,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|0,,,,
OpenHarmony,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist,d82370f6a14565e7a1c1,ours_only,,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|2,,,,
OpenHarmony,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist,e4ece3057c2e33ae994b,ours_only,,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|1,,,,
OpenHarmony,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist,cd53bc6e064728d62ba9,ours_only,,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|4,,,True,
OpenHarmony,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist,d1d3b3fb8853a4481f4b,ours_only,,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|5,,,True,
OpenHarmony,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist,956f4c9de47352042031,ours_only,,oh:AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|AnimationJS.cpp_clangsa_f441edd5763bd3a74042a5cfeaffc0ca.plist|3,,,True,
OpenHarmony,oh:ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist,3fded58d212098f17979,ours_only,,oh:ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist|ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist|2,,,,
OpenHarmony,oh:ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist,eb5a1eef3a927fe6aa62,ours_only,,oh:ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist|ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist|1,,,,
OpenHarmony,oh:ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist,d5465d18f6cc7de460a8,ours_only,,oh:ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist|ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist|0,,,,
OpenHarmony,oh:ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist,33515dc88e7d5a151f0c,ours_only,,oh:ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist|ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist|3,,,True,
OpenHarmony,oh:ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist,60f535c231706d77637f,ours_only,,oh:ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist|ArrayPropertyProxy.cpp_clangsa_795e2b339d3659be15b176aef5369cd8.plist|4,,,True,
OpenHarmony,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist,f36add73a249b222d3e7,ours_only,,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|7,,,,
OpenHarmony,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist,6e07fe44abe82984bda3,ours_only,,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|8,,,,
OpenHarmony,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist,2f4a3796bfdf10af118b,ours_only,,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|1,,,,
OpenHarmony,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist,14d90b63a7b885c3cf3f,ours_only,,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|2,,,,
OpenHarmony,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist,687c0c806f8e1235a9e4,ours_only,,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|3,,,,
OpenHarmony,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist,f5d9d7fde40cc2faca58,ours_only,,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|0,,,,
OpenHarmony,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist,0de28df798d0c4a8103b,ours_only,,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|4,,,,
OpenHarmony,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist,0de2d2239ecfc705dda6,ours_only,,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|5,,,True,
OpenHarmony,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist,0a16e241e37b1f768143,ours_only,,oh:BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|BaseObjectJS.cpp_clangsa_4f804530fc35e862e10cca686f7ad900.plist|6,,,True,
OpenHarmony,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist,72e6daa3e9e259c60628,ours_only,,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|3,,,,
OpenHarmony,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist,22c880ca43070ee3a0ee,ours_only,,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|2,,,,
OpenHarmony,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist,c74df9b836a40b09e04e,ours_only,,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|0,,,,
OpenHarmony,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist,e4004261f3f6690874c6,ours_only,,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|1,,,,
OpenHarmony,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist,4f91f999350d26a4b0d6,ours_only,,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|4,,,True,
OpenHarmony,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist,94afe15f99396d5c17b2,ours_only,,oh:BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|BloomJS.cpp_clangsa_cc05869d31ece906b5e2a6c9b1934de4.plist|5,,,True,
OpenHarmony,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist,af4041a60b1076da7ac3,ours_only,,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|0,,,,
OpenHarmony,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist,75e0568e31fa6807f7b4,ours_only,,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|1,,,True,
OpenHarmony,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist,4aa4f757578cf039c924,ours_only,,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|2,,,True,
OpenHarmony,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist,7c0b7aa6f8c8b1bbe3c7,ours_only,,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|3,,,True,
OpenHarmony,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist,d6c9cd3ebc80828d6a36,ours_only,,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|4,,,True,
OpenHarmony,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist,4fe8c3a4f150025156f5,ours_only,,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|5,,,True,
OpenHarmony,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist,19288ef76a800b764a62,ours_only,,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|6,,,True,
OpenHarmony,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist,6f9f44c7af825b35fb49,ours_only,,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|7,,,True,
OpenHarmony,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist,9ae16f989362b15f8ba4,ours_only,,oh:BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|BloomSettingsImpl.cpp_clangsa_38aef990236f92572a9f60d5a7ca69a5.plist|8,,,True,
OpenHarmony,oh:CameraETS.cpp_clangsa_ad5fd3dc23c7e57f0bb4256f5e9a48be.plist,9cae5c71872021d9a946,ours_only,,oh:CameraETS.cpp_clangsa_ad5fd3dc23c7e57f0bb4256f5e9a48be.plist|CameraETS.cpp_clangsa_ad5fd3dc23c7e57f0bb4256f5e9a48be.plist|0,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,52dbaaa4b72b6afcccf2,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|1,,,,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,5d529290466e5034e0a4,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|0,,,,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,26dda5ab52d39717904d,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|25,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,32dd68b84d8cb792dfac,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|26,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,5ce8f4e4e8b3bb0fdb34,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|24,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|2,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|3,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|4,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|5,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|6,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|7,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|8,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|9,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|10,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|11,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|12,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|13,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|14,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|15,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|16,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|17,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|18,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|19,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|20,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|21,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|22,,,True,
OpenHarmony,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist,930c55ea8fb713018479,ours_only,,oh:CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|CameraImpl.cpp_clangsa_ab169f87430aaab2d7b7fdde350907dd.plist|23,,,True,
OpenHarmony,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist,8d3513787f0edb20bbe1,ours_only,,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|10,,,,
OpenHarmony,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist,6b15522890543e63f7ff,ours_only,,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|1,,,,
OpenHarmony,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist,773f2297f2d982babedb,ours_only,,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|4,,,,
OpenHarmony,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist,94b96b28c72a7a436cc4,ours_only,,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|0,,,,
OpenHarmony,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist,2656160879aff3c40170,ours_only,,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|2,,,,
OpenHarmony,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist,972a11b44ce27d524ba3,ours_only,,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|3,,,,
OpenHarmony,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist,c48b6a1dc9123e6b6aae,ours_only,,oh:CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|CameraJS.cpp_clangsa_3b7263d7fee671c4b1ea380d1eed8c5f.plist|5,,,,
